ReviewID,OrderID,DeliveryRating,FoodRating
643,643,5,4
644,644,1,2
645,645,5,1
646,646,1,3
647,647,4,4
648,648,1,2
649,649,2,2
650,650,5,2
651,651,5,5
652,652,4,2
653,653,4,3
654,654,3,3
655,655,2,5
656,656,2,5
657,657,3,2
658,658,1,4
659,659,1,2
660,660,3,3
661,661,1,2
662,662,3,2
663,663,1,5
664,664,,
665,665,5,2
666,666,1,1
667,667,4,3
668,668,2,1
669,669,2,5
670,670,4,4
671,671,3,1
672,672,5,2
673,673,1,4
674,674,3,1
675,675,4,1
676,676,4,5
677,677,3,1
678,678,5,1
679,679,1,5
680,680,1,5
681,681,3,1
682,682,3,4
683,683,3,3
684,684,2,4
685,685,,
686,686,5,4
687,687,1,1
688,688,2,2
689,689,5,1
690,690,2,3
691,691,5,3
692,692,5,4
693,693,1,1
694,694,5,2
695,695,1,2
696,696,3,2
697,697,4,5
698,698,5,2
699,699,1,3
700,700,5,1
701,701,4,1
702,702,2,3
703,703,3,5
704,704,5,5
705,705,2,1
706,706,3,5
707,707,1,3
708,708,3,1
709,709,,
710,710,3,1
711,711,2,1
712,712,2,2
713,713,2,4
714,714,,
715,715,1,1
716,716,5,1
717,717,1,1
718,718,2,2
719,719,5,3
720,720,3,5
721,721,4,5
722,722,,
723,723,,
724,724,3,4
725,725,1,1
726,726,5,5
727,727,1,2
728,728,4,3
729,729,3,2
730,730,5,1
731,731,5,1
732,732,2,1
733,733,,
734,734,,
735,735,3,2
736,736,5,4
737,737,5,4
738,738,5,3
739,739,3,5
740,740,1,5
741,741,1,1
742,742,1,3
743,743,1,3
744,744,1,3
745,745,2,1
746,746,4,5
747,747,3,1
748,748,3,2
749,749,2,1
750,750,5,4
751,751,4,4
752,752,1,3
753,753,4,1
754,754,2,1
755,755,2,5
756,756,3,5
757,757,5,2
758,758,5,3
759,759,4,3
760,760,1,3
761,761,1,2
762,762,2,5
763,763,5,1
764,764,,
765,765,,
766,766,5,3
767,767,2,5
768,768,4,5
769,769,5,5
770,770,3,5
771,771,5,3
772,772,,
773,773,4,5
774,774,3,1
775,775,,
776,776,4,1
777,777,3,5
778,778,3,1
779,779,4,3
780,780,2,4
781,781,4,5
782,782,1,1
783,783,4,3
784,784,,
785,785,2,5
786,786,4,4
787,787,4,5
788,788,5,1
789,789,5,3
790,790,2,1
791,791,1,2
792,792,1,5
793,793,3,3
794,794,3,5
795,795,1,3
796,796,2,4
797,797,,
798,798,2,5
799,799,2,1
800,800,2,5
801,801,,
802,802,4,3
803,803,3,2
804,804,,
805,805,5,2
806,806,1,4
807,807,5,3
808,808,5,4
809,809,4,4
810,810,4,1
811,811,1,5
812,812,5,1
813,813,1,4
814,814,2,5
815,815,1,3
816,816,2,5
817,817,2,3
818,818,3,5
819,819,2,5
820,820,1,2
821,821,2,3
822,822,4,4
823,823,2,2
824,824,5,2
825,825,4,3
826,826,,
827,827,2,5
828,828,2,5
829,829,2,3
830,830,1,2
831,831,1,4
832,832,,
833,833,1,2
834,834,1,1
835,835,5,3
836,836,1,2
837,837,3,4
838,838,,
839,839,4,5
840,840,4,1
841,841,3,1
842,842,4,1
843,843,5,3
844,844,1,5
845,845,4,1
846,846,2,4
847,847,1,2
848,848,1,5
849,849,4,2
850,850,5,3
851,851,3,1
852,852,,
853,853,5,5
854,854,1,2
855,855,3,3
856,856,1,1
857,857,2,3
858,858,,
859,859,3,3
860,860,2,1
861,861,5,2
862,862,1,4
863,863,4,1
864,864,3,1
865,865,1,4
866,866,5,5
867,867,,
868,868,3,1
869,869,2,5
870,870,1,3
871,871,2,5
872,872,5,2
873,873,,
874,874,5,2
875,875,,
876,876,,
877,877,2,4
878,878,4,5
879,879,2,5
880,880,5,3
881,881,1,4
882,882,1,4
883,883,1,4
884,884,4,5
885,885,3,4
886,886,3,1
887,887,4,3
888,888,3,2
889,889,,
890,890,2,3
891,891,,
892,892,1,1
893,893,3,1
894,894,3,3
895,895,1,4
896,896,4,3
897,897,3,5
898,898,4,2
899,899,1,4
900,900,3,1
901,901,1,5
902,902,5,4
903,903,4,5
904,904,1,5
905,905,5,5
906,906,2,3
907,907,1,2
908,908,5,5
909,909,1,2
910,910,2,4
911,911,3,2
912,912,5,1
913,913,4,5
914,914,5,5
915,915,,
916,916,1,2
917,917,1,5
918,918,2,2
919,919,3,2
920,920,3,3
921,921,,
922,922,3,2
923,923,3,3
924,924,1,4
925,925,2,5
926,926,2,5
927,927,3,5
928,928,1,4
929,929,2,3
930,930,2,3
931,931,3,1
932,932,5,1
933,933,3,3
934,934,4,3
935,935,2,4
936,936,1,3
937,937,4,5
938,938,2,3
939,939,,
940,940,,
941,941,3,2
942,942,,
943,943,2,2
944,944,4,3
945,945,4,4
946,946,4,4
947,947,5,1
948,948,4,4
949,949,,
950,950,1,5
951,951,1,4
952,952,5,1
953,953,,
954,954,,
955,955,3,3
956,956,1,5
957,957,3,1
958,958,5,2
959,959,5,1
960,960,1,3
961,961,1,2
962,962,2,3
963,963,1,3
964,964,2,2
965,965,5,3
966,966,3,1
967,967,5,5
968,968,2,1
969,969,1,5
970,970,4,5
971,971,3,3
972,972,5,1
973,973,1,2
974,974,1,2
975,975,2,5
976,976,4,1
977,977,1,3
978,978,5,4
979,979,2,2
980,980,1,1
981,981,5,1
982,982,2,5
983,983,4,1
984,984,2,5
985,985,5,1
986,986,1,4
987,987,,
988,988,2,4
989,989,3,3
990,990,3,2
991,991,4,4
992,992,1,2
993,993,3,5
994,994,,
995,995,5,4
996,996,3,2
997,997,2,3
998,998,2,4
999,999,4,2
1000,1000,3,2
1001,1001,5,5
1002,1002,3,3
1003,1003,4,5
1004,1004,3,4
1005,1005,3,2
1006,1006,2,4
1007,1007,4,4
1008,1008,4,4
1009,1009,4,1
1010,1010,1,5
1011,1011,4,3
1012,1012,4,3
1013,1013,5,4
1014,1014,2,1
1015,1015,5,2
1016,1016,5,3
1017,1017,5,2
1018,1018,5,3
1019,1019,5,1
1020,1020,4,2
1021,1021,1,2
1022,1022,4,4
1023,1023,1,2
1024,1024,5,5
1025,1025,4,3
1026,1026,4,1
1027,1027,5,5
1028,1028,5,5
1029,1029,3,4
1030,1030,2,5
1031,1031,2,4
1032,1032,4,4
1033,1033,2,4
1034,1034,5,1
1035,1035,3,5
1036,1036,5,1
1037,1037,3,3
1038,1038,5,1
1039,1039,2,3
1040,1040,4,3
1041,1041,2,4
1042,1042,1,3
1043,1043,3,4
1044,1044,5,5
1045,1045,2,3
1046,1046,2,1
1047,1047,5,5
1048,1048,1,3
1049,1049,5,2
1050,1050,3,2
1051,1051,2,1
1052,1052,5,3
1053,1053,5,4
1054,1054,3,3
1055,1055,3,5
1056,1056,2,3
1057,1057,4,1
1058,1058,5,1
1059,1059,2,1
1060,1060,5,4
1061,1061,3,1
1062,1062,2,2
1063,1063,3,3
1064,1064,4,3
1065,1065,5,5
1066,1066,4,3
1067,1067,1,5
1068,1068,3,2
1069,1069,2,3
1070,1070,5,2
1071,1071,3,3
1072,1072,1,5
1073,1073,1,4
1074,1074,3,2
1075,1075,5,3
1076,1076,1,3
1077,1077,1,1
1078,1078,1,4
1079,1079,1,3
1080,1080,4,3
1081,1081,4,2
1082,1082,2,5
1083,1083,2,5
1084,1084,1,3
1085,1085,3,2
1086,1086,4,4
1087,1087,3,3
1088,1088,5,4
1089,1089,4,5
1090,1090,2,5
1091,1091,1,5
1092,1092,4,1
1093,1093,3,1
1094,1094,5,4
1095,1095,4,5
1096,1096,2,3
1097,1097,5,3
1098,1098,5,3
1099,1099,4,3
1100,1100,5,5
1101,1101,1,4
1102,1102,5,3
1103,1103,3,5
1104,1104,2,4
1105,1105,2,1
1106,1106,5,4
1107,1107,5,3
1108,1108,2,3
1109,1109,2,3
1110,1110,4,5
1111,1111,1,2
1112,1112,2,1
1113,1113,2,2
1114,1114,2,2
1115,1115,4,4
1116,1116,5,3
1117,1117,2,3
1118,1118,1,1
1119,1119,2,5
1120,1120,5,3
1121,1121,4,1
1122,1122,2,2
1123,1123,1,2
1124,1124,4,5
1125,1125,4,2
1126,1126,2,4
1127,1127,3,4
1128,1128,4,1
1129,1129,1,4
1130,1130,4,2
1131,1131,2,2
1132,1132,3,4
1133,1133,2,1
1134,1134,2,5
1135,1135,1,5
1136,1136,2,2
1137,1137,3,4
1138,1138,2,2
1139,1139,1,1
1140,1140,4,3
1141,1141,2,3
1142,1142,1,2
1143,1143,2,1
1144,1144,2,4
1145,1145,5,2
1146,1146,1,4
1147,1147,4,5
1148,1148,1,3
1149,1149,5,4
1150,1150,1,4
1151,1151,1,2
1152,1152,4,4
1153,1153,1,3
1154,1154,3,3
1155,1155,2,2
1156,1156,5,5
1157,1157,4,3
1158,1158,5,5
1159,1159,1,1
1160,1160,4,3
1161,1161,1,1
1162,1162,1,1
1163,1163,2,4
1164,1164,5,1
1165,1165,4,4
1166,1166,2,3
1167,1167,3,2
1168,1168,2,3
1169,1169,2,5
1170,1170,2,4
1171,1171,2,1
1172,1172,2,3
1173,1173,4,3
1174,1174,4,3
1175,1175,4,3
1176,1176,2,1
1177,1177,1,1
1178,1178,5,3
1179,1179,4,5
1180,1180,4,1
1181,1181,4,3
1182,1182,5,2
1183,1183,4,2
1184,1184,3,1
1185,1185,3,5
1186,1186,5,2
1187,1187,4,3
1188,1188,1,1
1189,1189,5,4
1190,1190,3,4
1191,1191,5,4
1192,1192,5,2
1193,1193,3,3
1194,1194,5,4
1195,1195,2,5
1196,1196,2,5
1197,1197,3,1
1198,1198,2,3
1199,1199,2,1
1200,1200,4,2
1201,1201,1,5
1202,1202,4,3
1203,1203,3,4
1204,1204,1,1
1205,1205,1,1
1206,1206,4,3
1207,1207,1,3
1208,1208,1,1
1209,1209,4,4
1210,1210,5,1
1211,1211,2,1
1212,1212,5,4
1213,1213,2,3
1214,1214,4,1
1215,1215,3,2
1216,1216,2,4
1217,1217,4,2
1218,1218,2,1
1219,1219,4,1
1220,1220,2,1
1221,1221,5,3
1222,1222,1,4
1223,1223,2,3
1224,1224,2,3
1225,1225,4,1
1226,1226,4,3
1227,1227,5,2
1228,1228,1,4
1229,1229,3,5
1230,1230,3,3
1231,1231,1,5
1232,1232,2,2
1233,1233,2,4
1234,1234,3,1
1235,1235,5,1
1236,1236,5,4
1237,1237,1,3
1238,1238,3,4
1239,1239,1,5
1240,1240,4,4
1241,1241,4,5
1242,1242,5,5
1243,1243,1,5
1244,1244,5,4
1245,1245,4,1
1246,1246,5,2
1247,1247,3,2
1248,1248,1,5
1249,1249,5,4
1250,1250,2,4
1251,1251,1,5
1252,1252,1,1
1253,1253,2,5
1254,1254,3,1
1255,1255,4,2
1256,1256,4,5
1257,1257,2,4
1258,1258,2,2
1259,1259,2,1
1260,1260,4,3
1261,1261,1,5
1262,1262,3,3
1263,1263,3,4
1264,1264,2,2
1265,1265,2,2
1266,1266,2,5
1267,1267,3,5
1268,1268,3,5
1269,1269,2,5
1270,1270,5,5
1271,1271,2,4
1272,1272,4,1
1273,1273,3,3
1274,1274,2,4
1275,1275,3,3
1276,1276,4,5
1277,1277,1,4
1278,1278,3,5
1279,1279,4,3
1280,1280,2,4
1281,1281,4,1
1282,1282,4,4
1283,1283,2,5
1284,1284,4,2
1285,1285,5,3
1286,1286,3,2
1287,1287,2,5
1288,1288,4,2
1289,1289,2,2
1290,1290,1,2
1291,1291,2,4
1292,1292,4,4
1293,1293,3,3
1294,1294,3,5
1295,1295,2,5
1296,1296,5,4
1297,1297,4,4
1298,1298,2,3
1299,1299,3,4
1300,1300,1,2
1301,1301,5,3
1302,1302,5,5
1303,1303,4,2
1304,1304,5,2
1305,1305,2,5
1306,1306,3,2
1307,1307,3,2
1308,1308,1,1
1309,1309,4,3
1310,1310,1,3
1311,1311,4,4
1312,1312,4,2
1313,1313,1,3
1314,1314,1,1
1315,1315,3,2
1316,1316,1,4
1317,1317,1,5
1318,1318,2,3
1319,1319,3,2
1320,1320,3,2
1321,1321,5,3
1322,1322,1,3
1323,1323,3,4
1324,1324,2,5
1325,1325,3,2
1326,1326,5,1
1327,1327,5,3
1328,1328,3,1
1329,1329,2,4
1330,1330,1,5
1331,1331,3,2
1332,1332,1,4
1333,1333,1,2
1334,1334,1,3
1335,1335,5,4
1336,1336,5,3
1337,1337,1,5
1338,1338,5,2
1339,1339,2,3
1340,1340,2,5
1341,1341,1,2
1342,1342,1,3
1343,1343,5,1
1344,1344,1,3
1345,1345,2,2
1346,1346,1,4
1347,1347,1,3
1348,1348,3,3
1349,1349,2,2
1350,1350,5,5
1351,1351,2,4
1352,1352,3,4
1353,1353,1,1
1354,1354,3,1
1355,1355,5,3
1356,1356,5,5
1357,1357,3,3
1358,1358,3,2
1359,1359,4,1
1360,1360,2,3
1361,1361,3,4
1362,1362,4,3
1363,1363,4,3
1364,1364,2,3
1365,1365,5,4
1366,1366,4,3
1367,1367,2,1
1368,1368,4,4
1369,1369,5,2
1370,1370,2,2
1371,1371,5,3
1372,1372,4,5
1373,1373,4,2
1374,1374,2,3
1375,1375,3,3
1376,1376,5,3
1377,1377,5,1
1378,1378,2,2
1379,1379,5,1
1380,1380,1,1
1381,1381,5,3
1382,1382,1,5
1383,1383,2,4
1384,1384,1,3
1385,1385,5,3
1386,1386,5,4
1387,1387,3,4
1388,1388,5,3
1389,1389,2,3
1390,1390,2,5
1391,1391,2,2
1392,1392,4,4
1393,1393,5,5
1394,1394,3,5
1395,1395,2,1
1396,1396,2,2
1397,1397,3,1
1398,1398,2,4
1399,1399,2,3
1400,1400,4,2
1401,1401,2,4
1402,1402,5,1
1403,1403,1,5
1404,1404,4,3
1405,1405,2,3
1406,1406,1,2
1407,1407,2,3
1408,1408,5,5
1409,1409,3,2
1410,1410,5,4
1411,1411,1,4
1412,1412,1,3
1413,1413,1,1
1414,1414,5,4
1415,1415,4,3
1416,1416,5,5
1417,1417,4,2
1418,1418,1,3
1419,1419,3,1
1420,1420,2,3
1421,1421,1,2
1422,1422,4,1
1423,1423,3,4
1424,1424,3,2
1425,1425,5,1
1426,1426,1,4
1427,1427,1,3
1428,1428,1,1
1429,1429,4,4
1430,1430,5,3
1431,1431,5,2
1432,1432,3,4
1433,1433,3,2
1434,1434,5,3
1435,1435,4,2
1436,1436,4,5
1437,1437,1,3
1438,1438,5,1
1439,1439,1,4
1440,1440,4,2
1441,1441,3,2
1442,1442,5,3
1443,1443,3,1
1444,1444,4,1
1445,1445,2,1
1446,1446,2,4
1447,1447,4,1
1448,1448,3,1
1449,1449,1,3
1450,1450,3,4
1451,1451,3,2
1452,1452,5,3
1453,1453,4,1
1454,1454,4,3
1455,1455,4,3
1456,1456,4,4
1457,1457,1,5
1458,1458,2,1
1459,1459,3,3
1460,1460,1,5
1461,1461,2,2
1462,1462,4,3
1463,1463,4,2
1464,1464,5,3
1465,1465,1,2
1466,1466,3,2
1467,1467,2,4
1468,1468,3,2
1469,1469,3,2
1470,1470,1,1
1471,1471,3,3
1472,1472,4,5
1473,1473,1,5
1474,1474,4,4
1475,1475,5,5
1476,1476,4,3
1477,1477,5,4
1478,1478,4,5
1479,1479,3,4
1480,1480,1,1
1481,1481,5,4
1482,1482,4,2
1483,1483,4,2
1484,1484,1,4
1485,1485,3,2
1486,1486,2,2
1487,1487,5,5
1488,1488,4,4
1489,1489,3,2
1490,1490,2,4
1491,1491,2,4
1492,1492,1,1
1493,1493,3,3
1494,1494,3,5
1495,1495,3,1
1496,1496,1,2
1497,1497,4,3
1498,1498,4,3
1499,1499,4,3
1500,1500,3,4
1501,1501,5,4
1502,1502,2,3
1503,1503,5,1
1504,1504,5,4
1505,1505,4,4
1506,1506,5,4
1507,1507,2,3
1508,1508,5,3
1509,1509,4,4
1510,1510,4,1
1511,1511,2,2
1512,1512,2,5
1513,1513,2,4
1514,1514,1,5
1515,1515,4,3
1516,1516,2,4
1517,1517,4,1
1518,1518,1,2
1519,1519,2,1
1520,1520,5,2
1521,1521,3,5
1522,1522,5,2
1523,1523,3,2
1524,1524,5,2
1525,1525,2,4
1526,1526,2,5
1527,1527,3,3
1528,1528,1,5
1529,1529,4,4
1530,1530,1,1
1531,1531,2,1
1532,1532,3,2
1533,1533,2,2
1534,1534,2,3
1535,1535,5,1
1536,1536,1,4
1537,1537,5,3
1538,1538,4,3
1539,1539,2,5
1540,1540,2,4
1541,1541,1,5
1542,1542,5,4
1543,1543,4,2
1544,1544,3,5
1545,1545,2,1
1546,1546,4,5
1547,1547,3,5
1548,1548,1,5
1549,1549,2,1
1550,1550,1,3
1551,1551,4,4
1552,1552,3,3
1553,1553,5,4
1554,1554,2,3
1555,1555,5,4
1556,1556,2,5
1557,1557,3,3
1558,1558,4,5
1559,1559,2,2
1560,1560,4,4
1561,1561,1,4
1562,1562,2,4
1563,1563,5,4
1564,1564,1,1
1565,1565,3,1
1566,1566,4,2
1567,1567,3,1
1568,1568,4,2
1569,1569,5,2
1570,1570,3,1
1571,1571,2,3
1572,1572,5,5
1573,1573,4,3
1574,1574,1,4
1575,1575,4,2
1576,1576,1,1
1577,1577,4,4
1578,1578,5,4
1579,1579,3,3
1580,1580,2,3
1581,1581,3,5
1582,1582,5,3
1583,1583,4,5
1584,1584,3,3
1585,1585,4,2
1586,1586,2,5
1587,1587,2,4
1588,1588,5,1
1589,1589,2,4
1590,1590,2,3
1591,1591,3,2
1592,1592,5,5
1593,1593,1,3
1594,1594,5,1
1595,1595,1,4
1596,1596,3,2
1597,1597,5,5
1598,1598,4,2
1599,1599,1,5
1600,1600,2,3
1601,1601,4,5
1602,1602,2,3
1603,1603,2,5
1604,1604,3,2
1605,1605,5,1
1606,1606,5,4
1607,1607,3,1
1608,1608,4,4
1609,1609,1,2
1610,1610,2,4
1611,1611,4,3
1612,1612,3,1
1613,1613,2,2
